Scientific_Name,Common_Name,Vendor,Product_Type,Tags,URL,Source,Found_In_Multiple_Sources
Anubias barteri,Anubias Barteri Gigantea Aquatic Farmer Tissue Culture,Aquatic Farmer,Aquatic Plant,anubias; Aquarium Plant; aquarium plants; Aquatic Plants; background; Brand_Aquatic Farmer; Care_Easy; Collection_Aquarium Plants; Collection_Tissue Culture; epiphyte; Foreground; Light_Low; Light_Medium; Midground; oos; Origin_Africa; Price_16.00-24.99; Price_5.00-15.99; tissue culture,https://buceplant.com/products/anubias-barteri-tissue-culture-1,Buce Plant,Yes
Anubias barteri,Anubias Barteri Striped,CPA,Aquatic Plant,anubias; Aquarium Plant; aquarium plants; Aquatic Plants; background; Care_Easy; Collection_Aquarium Plants; epiphyte; Light_Low; Light_Medium; Low tech; Midground; oos; Origin_Africa; Price_16.00-24.99; Price_25.00-39.99; Price_5.00-15.99,https://buceplant.com/products/anubias-barteri-striped,Buce Plant,Yes
Anubias barteri,Anubias Barteri Wrinkle Leaf Mother Pot,CPA,Aquatic Plant,anubias; Aquarium Plant; aquarium plants; Aquatic Plants; background; Care_Easy; Collection_Aquarium Plants; epiphyte; Light_Low; Light_Medium; Low tech; Midground; Mother Pots; mother's day deals; oos; Origin_Africa; Price_16.00-24.99,https://buceplant.com/products/anubias-barteri-wrinkle-leaf-mother-pot,Buce Plant,Yes
Anubias bonsai,Anubias Bonsai,Aquarium Plants Factory,,Anubias; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/anubias-bonsai,Aquarium Plants Factory,Yes
Anubias bonsai,Anubias Bonsai Vitro Culture,Aquarium Plants Factory,,Anubias; In Vitro Tissue Culture; Sale,https://aquariumplantsfactory.com/products/anubias-bonsai-in-vitro,Aquarium Plants Factory,Yes
Anubias bonsai,Anubias Bonsai Wavy,Aquarium Plants Factory,,Anubias; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/anubias-bonsai-wavy,Aquarium Plants Factory,Yes
Anubias broad,Anubias Broad White,Aquarium Plants Factory,,Anubias; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/anubias-board-white,Aquarium Plants Factory,Yes
Anubias broad,Anubias Broad White on Driftwood,Aquarium Plants Factory,,Anubias,https://aquariumplantsfactory.com/products/anubias-broad-white-on-driftwood,Aquarium Plants Factory,Yes
Anubias butterfly,Anubias Butterfly,Aquarium Plants Factory,Home & Garden > Plants > Aquatic Plants,Anubias,https://aquariumplantsfactory.com/products/anubias-butterfly,Aquarium Plants Factory,Yes
Anubias butterfly,Anubias Butterfly Vitro Culture,Aquarium Plants Factory,,Anubias; In Vitro Tissue Culture; Rare Plants; Sale,https://aquariumplantsfactory.com/products/anubias-butterfly-in-vitro,Aquarium Plants Factory,Yes
Anubias chili,Anubias Chili Mini (Small Vitro Culture Cup),Aquarium Plants Factory,,Anubias; In Vitro Tissue Culture; Rare Plants,https://aquariumplantsfactory.com/products/anubias-chili-mini-small-tissue-culture-cup,Aquarium Plants Factory,Yes
Anubias chili,Anubias Chili Jalapeno,CPA,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; Availability_In Stock; Care_Easy; Collection_Aquarium Plants; epiphyte; instock; Light_Low; Light_Medium; Midground; Price_16.00-24.99,https://buceplant.com/products/anubias-chili-jalapeno,Buce Plant,Yes
Anubias chili,Anubias Chili Mini,CPA,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; Care_Easy; Collection_Aquarium Plants; epiphyte; Light_Low; Light_Medium; Midground; oos; Price_16.00-24.99; Price_25.00-39.99,https://buceplant.com/products/anubias-chili-mini,Buce Plant,Yes
Anubias coffeefolia,Anubias Coffeefolia,Aquarium Plants Factory,,Anubias; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/anubias-coffeefolia,Aquarium Plants Factory,Yes
Anubias coffeefolia,Anubias Coffeefolia,Plants,Live Plants,Anubias; Aquarium Co-Op; brand_live_plant; By Fish Tank Type_Betta Aquarium Plants; By Fish Tank Type_Goldfish Aquarium Plants; Cichlid Aquarium Plants; Easy Plants; Goldfish Plants; light-requirements_low-light-plants; Live Plant; live-plants; Low Light Plants; meta-related-article-anubias-rot; meta-related-article-how-to-plant; meta-related-article-how-to-plant-anubias-or-java-fern-on-rocks; meta-related-article-midground-plants; Midground Plants; placement_midground-plants; type_anubias; type_easy-aquarium-plants; USA_OK; wet_plant,https://aquariumcoop.com/products/anubias-coffeefolia,Aquarium Co-Op,Yes
Anubias congensis,Anubias Congensis,Aquarium Plants Factory,,Anubias; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/anubias-congensis,Aquarium Plants Factory,Yes
Anubias congensis,Anubias Congensis (Small Size),Aquarium Plants Factory,,Anubias; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/anubias-congensis-mini-size,Aquarium Plants Factory,Yes
Anubias congensis,Anubias Congensis Broad Leaf,Aquarium Plants Factory,,Anubias; Buy 2 Get 1 Free; Terrarium,https://aquariumplantsfactory.com/products/anubias-congensis-broad-leaf,Aquarium Plants Factory,Yes
Anubias congensis,Anubias Congensis Mini,Aquarium Plants Factory,,Anubias; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/anubias-congensis-mini,Aquarium Plants Factory,Yes
Anubias congensis,Anubias Congensis Vitro Culture,Aquarium Plants Factory,Tissue Culture Plants,Anubias; In Vitro Tissue Culture; Sale,https://aquariumplantsfactory.com/products/anubias-congensis-in-vitro,Aquarium Plants Factory,Yes
Anubias congensis,Anubias Congensis,ACW,Aquatic Plant,anubias; Aquarium Plant; aquarium plants; Aquatic Plants; Availability_In Stock; background; Care_Easy; Collection_Aquarium Plants; epiphyte; instock; Light_Low; Light_Medium; Low tech; Midground; Origin_Africa; Price_16.00-24.99; Price_25.00-39.99; Price_5.00-15.99; Start Your 2025 Aquascape,https://buceplant.com/products/anubias-congensis,Buce Plant,Yes
Anubias congensis,Anubias Congensis Mother Pot,CPA,Aquatic Plant,anubias; Aquarium Plant; aquarium plants; Aquatic Plants; arrival; background; Buce Friday; Care_Easy; Collection_Aquarium Plants; epiphyte; Light_Low; Light_Medium; Low tech; Midground; Mother Pot; mother's day deals; oos; Origin_Africa; Price_16.00-24.99; restock; Summer25,https://buceplant.com/products/anubias-congensis-mother-pot,Buce Plant,Yes
Anubias congensis,Anubias Congensis Mini,ACW,Aquatic Plant,anubias; Aquarium Plant; aquarium plants; Aquatic Plants; background; Buce Friday; Care_Easy; Collection_Aquarium Plants; epiphyte; Light_Low; Light_Medium; Low tech; midground; oos; Origin_Africa; Price_16.00-24.99; Price_25.00-39.99; Price_5.00-15.99; restock,https://buceplant.com/products/anubias-congensis-mini,Buce Plant,Yes
Anubias congensis,Anubias Congensis UNS Tissue Culture,UNSTC,Aquatic Plant,Anubias; Aquarium Plant; aquarium plants; Background; Care_Easy; Collection_Aquarium Plants; Collection_Tissue Culture; epiphyte; Light_Low; Light_Medium; Low Tech; Midground; oos; Origin_Africa; Price_5.00-15.99; tissue culture,https://buceplant.com/products/anubias-congensis-uns-tissue-culture,Buce Plant,Yes
Anubias dark,Anubias Dark Moon,Aquarium Plants Factory,,Anubias; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/anubias-dark-moon,Aquarium Plants Factory,No
Anubias emerald,Anubias Emerald Bloom,Aquarium Plants Factory,,Anubias; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/anubias-emerald-bloom,Aquarium Plants Factory,Yes
Anubias emerald,Anubias Emerald Bloom,CPA,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; Care_Easy; Collection_Aquarium Plants; epiphyte; hot; Light_Low; Light_Medium; Midground; New; oos; Price_16.00-24.99,https://buceplant.com/products/anubias-emerald-bloom,Buce Plant,Yes
Anubias gabon,Anubias Gabon Tissue Culture,UNSTC,Aquatic Plant,Anubias; Aquarium Plant; aquarium plants; Background; Care_Easy; Collection_Aquarium Plants; Collection_Tissue Culture; epiphyte; Light_Low; Light_Medium; Low Tech; Midground; oos; Origin_Africa; Price_5.00-15.99; tissue culture,https://buceplant.com/products/anubias-gabon-tissue-culture,Buce Plant,No
Anubias giant,Anubias Giant Stardust,Aquarium Plants Factory,,Anubias,https://aquariumplantsfactory.com/products/anubias-giant-stardust,Aquarium Plants Factory,Yes
Anubias giant,Anubias Giant Stardust,CPA,Aquatic Plant,anubias; Aquarium Plant; aquarium plants; Aquatic Plants; Availability_In Stock; Buce Friday; Care_Easy; Collection_Aquarium Plants; epiphyte; instock; Light_Low; Light_Medium; limited quantity; Low Tech; Midground; Other_Rare; Price_40.00-59.99,https://buceplant.com/products/anubias-giant-stardust,Buce Plant,Yes
Anubias glabra,Anubias Glabra,CPA,Aquatic Plant,anubias; Aquarium Plant; aquarium plants; Aquatic Plants; Availability_In Stock; background; Care_Easy; Collection_Aquarium Plants; epiphyte; instock; Light_Low; Light_Medium; Low tech; midground; Origin_Africa; Price_16.00-24.99; Price_25.00-39.99; Price_5.00-15.99; restock,https://buceplant.com/products/anubias-glabra,Buce Plant,No
Anubias golden,Anubias Golden (Small Size),Aquarium Plants Factory,,Anubias; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/anubias-golden-small-size,Aquarium Plants Factory,Yes
Anubias golden,Anubias Golden Nana,Aquarium Plants Factory,,Anubias; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/anubias-golden-nana,Aquarium Plants Factory,Yes
Anubias golden,Anubias Golden Vitro Culture,Aquarium Plants Factory,,Anubias; In Vitro Tissue Culture,https://aquariumplantsfactory.com/products/anubias-golden-in-vitro,Aquarium Plants Factory,Yes
Anubias golden,Anubias Golden Coin UNS Tissue Culture,UNSTC,Aquatic Plant,anubias; Aquarium Plant; aquarium plants; Availability_In Stock; Care_Easy; Collection_Aquarium Plants; Collection_Tissue Culture; instock; Light_Low; Light_Medium; Midground; New; Origin_Africa; Price_5.00-15.99,https://buceplant.com/products/anubias-golden-coin-uns-tissue-culture,Buce Plant,Yes
Anubias hastifolia,Anubias Hastifolia,Aquarium Plants Factory,,Anubias; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/anubias-hastifolia,Aquarium Plants Factory,Yes
Anubias hastifolia,Anubias Hastifolia (Small Size),Aquarium Plants Factory,,Anubias; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/anubias-hastifolia-small-size,Aquarium Plants Factory,Yes
Anubias hastifolia,Anubias Hastifolia Vitro Culture,Aquarium Plants Factory,Home & Garden > Plants > Aquatic Plants,Anubias; In Vitro Tissue Culture,https://aquariumplantsfactory.com/products/anubias-hastifolia-in-vitro,Aquarium Plants Factory,Yes
Anubias hastifolia,Anubias Hastifolia,Plants,Live Plants,Anubias; Aquarium Co-Op; Easy Plants; light-requirements_low-light-plants; Live Plant; live-plants; Low Light Plants; meta-related-article-anubias-rot; meta-related-article-how-to-plant; meta-related-article-how-to-plant-anubias-or-java-fern-on-rocks; meta-related-article-midground-plants; Midground Plants; type_anubias; USA_OK; wet_plant,https://aquariumcoop.com/products/anubias-hastifolia,Aquarium Co-Op,Yes
Anubias hastifolia,Anubias Hastifolia,CPA,Aquatic Plant,anubias; Aquarium Plant; Aquarium Plants; Aquatic Plants; background; Care_Easy; Collection_Aquarium Plants; epiphyte; Light_Low; Light_Medium; Low tech; midground; oos; Origin_Africa; Price_16.00-24.99; Price_25.00-39.99; Price_5.00-15.99,https://buceplant.com/products/anubias-hastifolia,Buce Plant,Yes
Anubias heterophylla,Anubias Heterophylla,Aquarium Plants Factory,,Anubias; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/anubias-heterophylla,Aquarium Plants Factory,Yes
Anubias heterophylla,Anubias Heterophylla (Small Size),Aquarium Plants Factory,,Anubias; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/anubias-heterophylla-mini-size,Aquarium Plants Factory,Yes
Anubias heterophylla,Anubias Heterophylla Vitro Culture,Aquarium Plants Factory,,Anubias; In Vitro Tissue Culture,https://aquariumplantsfactory.com/products/anubias-heterophylla-vitro-culture,Aquarium Plants Factory,Yes
Anubias heterophylla,Anubias Heterophylla UNS Tissue Culture,UNSTC,Aquatic Plant,Anubias; Aquarium Plant; aquarium plants; Availability_In Stock; Background; Care_Easy; Collection_Aquarium Plants; Collection_Tissue Culture; epiphyte; instock; Light_Low; Light_Medium; Low Tech; Midground; Origin_Africa; Price_5.00-15.99; tissue culture,https://buceplant.com/products/anubias-heterophylla-tissue-culture,Buce Plant,Yes
Anubias heterophylla,Anubias Heterophylla,CPA,Aquatic Plant,anubias; Aquarium Plant; aquarium plants; Aquatic Plants; Availability_In Stock; background; Care_Easy; Collection_Aquarium Plants; epiphyte; instock; Light_Low; Light_Medium; limited quantity; Low tech; Midground; Origin_Africa; Price_16.00-24.99; Price_25.00-39.99; Price_5.00-15.99,https://buceplant.com/products/anubias-heterophylla,Buce Plant,Yes
Anubias heterophylla,Anubias Heterophylla Supernova,CPA,Aquatic Plant,anubias; Aquarium Plant; aquarium plants; Aquatic plant; Availability_In Stock; Care_Easy; Collection_Aquarium Plants; epiphyte; epiphytes; instock; Light_Low; Light_Medium; limited quantity; Price_5.00-15.99,https://buceplant.com/products/anubias-heterophylla-supernova,Buce Plant,Yes
Anubias heterophylla,Anubias Heterophylla Mother Pot,CPA,Aquatic Plant,anubias; Aquarium Plant; aquarium plants; Aquatic Plants; background; Care_Easy; Collection_Aquarium Plants; epiphyte; Light_Low; Light_Medium; Low tech; Midground; Mother Pots; mother's day deals; oos; Origin_Africa; Price_16.00-24.99; restock; Summer25,https://buceplant.com/products/anubias-heterophylla-mother-pot,Buce Plant,Yes
Anubias jalapeno,Anubias Jalapeno,Aquarium Plants Factory,,Anubias; Buy 2 Get 1 Free; Clearance; Rare Plants; Sale,https://aquariumplantsfactory.com/products/anubias-jalapeno,Aquarium Plants Factory,No
Anubias jungle,Anubias Jungle Star,CPA,Aquatic Plant,anubias; aquarium plants; Availability_In Stock; epiphytes; instock; Light_Low; Light_Medium; limited quantity; Origin_Africa; Price_40.00-59.99,https://buceplant.com/products/anubias-jungle-star,Buce Plant,No
Anubias lanceolata,Anubias Lanceolata Mother Pot,CPA,Aquatic Plant,anubias; Aquarium Plant; aquarium plants; Aquatic Plants; arrival; Availability_In Stock; background; Care_Easy; Collection_Aquarium Plants; epiphyte; instock; Light_Low; Light_Medium; limited quantity; Low tech; Mother Pots; mother's day deals; Origin_Africa; Price_16.00-24.99,https://buceplant.com/products/anubias-lanceolata-mother-pot,Buce Plant,Yes
Anubias lanceolata,Anubias Lanceolata,CPA,Aquatic Plant,anubias; aquarium plant; aquarium plants; Aquatic Plants; Availability_In Stock; background; Care_Easy; Collection_Aquarium Plants; epiphyte; instock; Light_Low; Light_Medium; Low tech; Midground; Origin_Africa; Price_16.00-24.99; Price_25.00-39.99; Price_5.00-15.99,https://buceplant.com/products/anubias-lanceolata,Buce Plant,Yes
Anubias marble,Anubias Marble White [Small Vitro Culture Cup],Aquarium Plants Factory,Tissue Culture Plants,Anubias; In Vitro Tissue Culture; Rare Plants,https://aquariumplantsfactory.com/products/anubias-marble-white-in-small-vitro,Aquarium Plants Factory,No
Anubias mini,Anubias Mini Coin Aquatic Farmer Tissue Culture,Aquatic Farmer,Aquatic Plant,anubias; aquarium plants; Brand_Aquatic Farmer; Care_Easy; Collection_Aquarium Plants; Collection_Tissue Culture; Light_Low; Light_Medium; New; oos; Origin_Africa; Price_5.00-15.99; tissue culture,https://buceplant.com/products/anubias-mini-coin-aquatic-farmer-tissue-culture,Buce Plant,No
Anubias minima,Anubias Minima,Aquarium Plants Factory,,Anubias; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/anubias-barteri-glabra-minima,Aquarium Plants Factory,Yes
Anubias minima,Anubias Minima (Small Size),Aquarium Plants Factory,,Anubias; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/anubias-minima-mini-size,Aquarium Plants Factory,Yes
Anubias minima,Anubias Minima Dragon Claw,Aquarium Plants Factory,,Anubias; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/anubias-minima-dragon-claw,Aquarium Plants Factory,Yes
Anubias minima,Anubias Minima Dragon Claw Nano Vitro Culture Cup,Aquarium Plants Factory,,Anubias; In Vitro Tissue Culture,https://aquariumplantsfactory.com/products/anubias-minima-dragon-claw-in-nano-vitro,Aquarium Plants Factory,Yes
Anubias minima,Anubias Minima Dragon Claw Vitro Culture,Aquarium Plants Factory,Tissue Culture Plants,Anubias; In Vitro Tissue Culture,https://aquariumplantsfactory.com/products/anubias-minima-dragon-claw-in-vitro,Aquarium Plants Factory,Yes
Anubias minima,Anubias Minima Variegated,Aquarium Plants Factory,Aquatic Plants,Anubias; Buy 2 Get 1 Free,https://aquariumplantsfactory.com/products/anubias-minima-variegated,Aquarium Plants Factory,Yes
Anubias minima,Anubias Minima Vitro Culture,Aquarium Plants Factory,Tissue Culture Plants,Anubias; In Vitro Tissue Culture; Sale,https://aquariumplantsfactory.com/products/anubias-minima-in-vitro,Aquarium Plants Factory,Yes
Anubias minima,Anubias Minima Dragon Claw Tissue Culture - Small Cup,UNSTC,Aquatic Plant,anubias; Aquarium Plants; Availability_In Stock; Care_Easy; Collection_Aquarium Plants; Collection_Tissue Culture; epiphyte; epiphytes; instock; Light_Low; Light_Medium; limited quantity; Price_16.00-24.99; Price_5.00-15.99; tissue culture,https://buceplant.com/products/anubias-minima-dragon-claw-tissue-culture-small-cup,Buce Plant,Yes
